feature,mean_importance
SMOKING,0.0011832235340582865
ANXIETY,0.0035494809341523824
AGE,0.0064927324721618775
GENDER,0.007181954330059493
CHRONIC DISEASE,0.010976577932372866
SHORTNESS OF BREATH,0.01707421847555738
COUGHING,0.025497513741720556
YELLOW_FINGERS,0.035834008723141485
CHEST PAIN,0.03685302977756114
FATIGUE ,0.03835161285801762
WHEEZING,0.05180078746218945
SWALLOWING DIFFICULTY,0.0766137367897523
ALCOHOL CONSUMING,0.10876180530557356
PEER_PRESSURE,0.13074181869393284
ALLERGY ,0.1322101451376813
