feature,mean_importance
ALLERGY ,-0.006473714797112495
ALCOHOL CONSUMING_sum_ALLERGY ,-0.0032467634083346965
CHRONIC DISEASE,-0.002935345301955572
ALCOHOL CONSUMING,-0.0023462661093945235
PEER_PRESSURE,-0.0006697741246192823
COUGHING,5.8625900125663935e-05
AGE,0.0003441382012899563
CHEST PAIN,0.0006503161793306788
WHEEZING,0.0016521616855356025
SWALLOWING DIFFICULTY,0.0019847922619108836
SMOKING,0.0020571147042941274
YELLOW_FINGERS,0.0024488050776335646
COUGHING_sum_ALLERGY ,0.003427222506615979
ANXIETY,0.003581449239977019
GENDER,0.0038651375329161962
WHEEZING_sum_ALLERGY ,0.009487608222306664
SWALLOWING DIFFICULTY_sum_COUGHING,0.010472424190937158
SHORTNESS OF BREATH,0.013611085389420486
ALLERGY _sum_YELLOW_FINGERS,0.014404640163492488
SWALLOWING DIFFICULTY_sum_ALLERGY ,0.01595676605168852
SWALLOWING DIFFICULTY_sum_ALCOHOL CONSUMING,0.01623695733103033
CHEST PAIN_sum_PEER_PRESSURE,0.017822362987571637
ALLERGY _sum_PEER_PRESSURE,0.04463558979650404
FATIGUE ,0.0613398487418612
ALCOHOL CONSUMING_sum_PEER_PRESSURE,0.09974097549303565
