feature,mean_importance
GENDER,-0.024356934943163565
AGE,-0.021895237991247252
CHEST PAIN,-0.013658793034342465
COUGHING,0.024269251437947736
WHEEZING,0.037596750036246976
ANXIETY,0.03798248188211105
SHORTNESS OF BREATH,0.05360047860424742
ALCOHOL CONSUMING,0.06351623678781759
YELLOW_FINGERS,0.06969159986488378
SWALLOWING DIFFICULTY,0.08711216096646549
CHRONIC DISEASE,0.09507346595654162
ALLERGY ,0.09708051969866141
PEER_PRESSURE,0.12208769729039051
SMOKING,0.15058535375663135
FATIGUE ,0.2059118709710764
