feature,mean_importance
SMOKING,0.0014392952578498263
GENDER,0.00715990986385377
COUGHING,0.012025167145100346
CHRONIC DISEASE,0.01527093713076475
WHEEZING,0.024369347088510518
SWALLOWING DIFFICULTY,0.028136835336682424
AGE,0.032049845933873014
CHEST PAIN,0.03845745615942118
ANXIETY,0.042716290647820496
SHORTNESS OF BREATH,0.04521243655302484
YELLOW_FINGERS,0.04940494997025829
ALCOHOL CONSUMING,0.05983905215813161
FATIGUE ,0.06264425030977441
PEER_PRESSURE,0.08151797582960359
ALLERGY ,0.13185622298465174
