feature,mean_importance
SWALLOWING DIFFICULTY_sum_COUGHING,-0.011902530611372735
YELLOW_FINGERS,-0.008520495943450796
CHEST PAIN,-0.007570705985432813
SMOKING,-0.005587519001970842
SWALLOWING DIFFICULTY_sum_ALLERGY ,-0.0050190268031262645
ALCOHOL CONSUMING_sum_ALLERGY ,-0.004359030104375184
SWALLOWING DIFFICULTY,-0.0029290201596144706
COUGHING,-0.0006610997953735931
ALLERGY ,0.0
ALCOHOL CONSUMING,0.0
PEER_PRESSURE,0.00022243037499586338
CHEST PAIN_sum_PEER_PRESSURE,0.0012762505796074907
GENDER,0.001983690060780907
WHEEZING,0.0034789920852432653
SWALLOWING DIFFICULTY_sum_ALCOHOL CONSUMING,0.005222041073048617
ALCOHOL CONSUMING_sum_PEER_PRESSURE,0.005458355540015908
CHRONIC DISEASE,0.005612924303566347
ALLERGY _sum_YELLOW_FINGERS,0.006911636032471624
ANXIETY,0.0075291088750638335
COUGHING_sum_ALLERGY ,0.007748324810289803
SHORTNESS OF BREATH,0.02103143032068806
ALLERGY _sum_PEER_PRESSURE,0.02195040481825211
AGE,0.02269275642764649
WHEEZING_sum_ALLERGY ,0.026233844779211663
FATIGUE ,0.026920127102741987
