feature,mean_importance
SMOKING,-0.0005170011004016594
GENDER,0.004060996277714673
ANXIETY,0.006693209918409266
SHORTNESS OF BREATH,0.007274205142041234
AGE,0.007518333365835028
YELLOW_FINGERS,0.009469768697105163
COUGHING,0.01002078032795713
CHRONIC DISEASE,0.015861875057371588
CHEST PAIN,0.01792668324083515
SWALLOWING DIFFICULTY,0.032361616167681184
FATIGUE ,0.03950678946148529
ALCOHOL CONSUMING,0.07904507372002542
WHEEZING,0.08892045939105622
PEER_PRESSURE,0.1362045145773524
ALLERGY ,0.1446070199592543
