feature,mean_importance
CHEST PAIN_sum_PEER_PRESSURE,-0.0001238985882258792
SWALLOWING DIFFICULTY_sum_COUGHING,4.327859690487212e-05
COUGHING,0.0001869083832114371
GENDER,0.0005770182686411163
SWALLOWING DIFFICULTY_sum_ALCOHOL CONSUMING,0.0014301552304954556
ALCOHOL CONSUMING_sum_ALLERGY ,0.001503734784113131
SWALLOWING DIFFICULTY,0.002409129509458019
ALCOHOL CONSUMING,0.00259929188741177
ALLERGY _sum_YELLOW_FINGERS,0.003617442343071542
COUGHING_sum_ALLERGY ,0.003673994505895861
CHEST PAIN,0.005276754131677985
PEER_PRESSURE,0.005614190687107168
ANXIETY,0.00565018746242415
SMOKING,0.006949650476456048
CHRONIC DISEASE,0.0074772032481420945
YELLOW_FINGERS,0.00761321244117108
WHEEZING,0.0106301594357889
ALLERGY ,0.011673028913982652
SHORTNESS OF BREATH,0.012192541708316185
AGE,0.012298607540665174
ALLERGY _sum_PEER_PRESSURE,0.020830031170797948
WHEEZING_sum_ALLERGY ,0.033600612623261084
SWALLOWING DIFFICULTY_sum_ALLERGY ,0.055948177684813506
FATIGUE ,0.07606438977827903
ALCOHOL CONSUMING_sum_PEER_PRESSURE,0.19655161971809526
