feature,mean_importance
GENDER,0.0011475193524336624
SMOKING,0.008111475621098504
COUGHING,0.012189848939229624
ANXIETY,0.016525791976835173
AGE,0.02094992838668331
CHRONIC DISEASE,0.024399722605205707
CHEST PAIN,0.02459787508585823
SHORTNESS OF BREATH,0.031220234952138992
YELLOW_FINGERS,0.03465093693968116
WHEEZING,0.03723704936010237
ALCOHOL CONSUMING,0.039514208530406665
FATIGUE ,0.04908178678864996
SWALLOWING DIFFICULTY,0.05343817870389227
ALLERGY ,0.07055143817497109
PEER_PRESSURE,0.09902794758065206
