feature,mean_importance
SMOKING,0.004052160619910683
COUGHING,0.010269477470025984
GENDER,0.01352027980350754
ANXIETY,0.019156520710946805
WHEEZING,0.02530993216921948
AGE,0.02737914231828346
YELLOW_FINGERS,0.02753864793360722
CHRONIC DISEASE,0.02791551882084333
CHEST PAIN,0.04183612378843773
SHORTNESS OF BREATH,0.042276806321848166
FATIGUE ,0.060576271467590447
ALCOHOL CONSUMING,0.06148953762078411
SWALLOWING DIFFICULTY,0.06230495421397346
ALLERGY ,0.11425161417394251
PEER_PRESSURE,0.14628832636452432
