feature,mean_importance
GENDER,0.004553106385934341
SHORTNESS OF BREATH,0.008792162562656724
CHEST PAIN,0.01154231266934223
COUGHING,0.012382362446297989
ANXIETY,0.019194241658581156
SMOKING,0.020033095188710937
CHRONIC DISEASE,0.04085777356072059
WHEEZING,0.05889531815505884
AGE,0.07000450274516087
FATIGUE ,0.07950797341503482
SWALLOWING DIFFICULTY,0.08326115059218345
ALCOHOL CONSUMING,0.08517662785621279
YELLOW_FINGERS,0.09635389996282968
PEER_PRESSURE,0.18102666699507938
ALLERGY ,0.3335343017987399
