feature,mean_importance
GENDER,-0.017099552894332314
COUGHING,-0.001058206629383393
ANXIETY,0.006222307413868094
CHEST PAIN,0.008408573142705374
SMOKING,0.008674422939417989
SWALLOWING DIFFICULTY,0.011805146527475977
YELLOW_FINGERS,0.018802111192844997
SHORTNESS OF BREATH,0.021364813066932213
WHEEZING,0.028655680874464552
ALCOHOL CONSUMING,0.03415600881631029
CHRONIC DISEASE,0.034350867711382294
FATIGUE ,0.03892816915261745
AGE,0.06173128388511665
ALLERGY ,0.08497174470311045
PEER_PRESSURE,0.09590725283900982
