feature,mean_importance
CHRONIC DISEASE,-0.0018199725718528238
AGE,-0.000602113486438094
COUGHING,0.0012908854387224
GENDER,0.0014994627218797296
ANXIETY,0.0018221292610086537
SHORTNESS OF BREATH,0.008210043248623044
SMOKING,0.009505286435496363
CHEST PAIN,0.012997295655746931
WHEEZING,0.015541912520518442
SWALLOWING DIFFICULTY,0.028094613077710363
YELLOW_FINGERS,0.03318649438016451
FATIGUE ,0.045319160360051035
PEER_PRESSURE,0.10069151530180584
ALCOHOL CONSUMING,0.12662960480071045
ALLERGY ,0.21583826684752733
