feature,mean_importance
GENDER,3.8857805861880476e-17
SMOKING,0.002967446378236166
CHRONIC DISEASE,0.0034084851642929015
SHORTNESS OF BREATH,0.003771497934236806
AGE,0.003895129629519467
ANXIETY,0.0062627091640551635
COUGHING,0.020142378999875022
CHEST PAIN,0.020500838555090106
YELLOW_FINGERS,0.027653154250406476
SWALLOWING DIFFICULTY,0.027705430118598117
FATIGUE ,0.028924562667304393
WHEEZING,0.0777123700007433
ALCOHOL CONSUMING,0.10669999164748536
PEER_PRESSURE,0.14210312426518484
ALLERGY ,0.26831397185732586
