feature,mean_importance
SMOKING,-0.002898750688737761
COUGHING,0.0
CHRONIC DISEASE,0.00017680816936784804
SHORTNESS OF BREATH,0.0019877230810596445
ANXIETY,0.002658638606713992
AGE,0.008464696649505277
GENDER,0.01265699235271871
CHEST PAIN,0.016293953321764133
FATIGUE ,0.024860084010671135
SWALLOWING DIFFICULTY,0.038110522286917525
WHEEZING,0.03904378718577019
YELLOW_FINGERS,0.040231847759501685
ALCOHOL CONSUMING,0.06096813125329629
PEER_PRESSURE,0.14765393928724801
ALLERGY ,0.22324558073446155
