feature,mean_importance
GENDER,-0.00010210828071196553
COUGHING,0.00012098792673871928
CHEST PAIN,0.005089054330946713
SHORTNESS OF BREATH,0.007399974850898073
SMOKING,0.01204168374003109
ANXIETY,0.012086918771597455
CHRONIC DISEASE,0.02815013259428727
AGE,0.05710200600669357
FATIGUE ,0.060270602635631845
SWALLOWING DIFFICULTY,0.08802978535615222
ALCOHOL CONSUMING,0.0892142155501501
WHEEZING,0.09102676335763002
YELLOW_FINGERS,0.11182292308010315
PEER_PRESSURE,0.1584012308685582
ALLERGY ,0.35941439424074206
