feature,mean_importance
SMOKING,0.011048119655689817
ANXIETY,0.015482616798791014
GENDER,0.019539890328584712
COUGHING,0.020847139190067955
SWALLOWING DIFFICULTY,0.021288669932868855
YELLOW_FINGERS,0.025587800805308248
CHRONIC DISEASE,0.02965166547021796
WHEEZING,0.03067426237447792
SHORTNESS OF BREATH,0.03134881488855386
CHEST PAIN,0.032230658600574245
AGE,0.0392867968840445
FATIGUE ,0.04293890184277614
ALCOHOL CONSUMING,0.05092104332964782
ALLERGY ,0.08852177600550007
PEER_PRESSURE,0.1534089759930305
